,Year,Category,Prize,Motivation,Prize Share,Laureate ID,Laureate Type,Full Name,Birth Date,Birth City,Birth Country,Sex,Organization Name,Organization City,Organization Country,Death Date,Death City,Death Country,Moved
608,1988,Medicine,The Nobel Prize in Physiology or Medicine 1988,"""for their discoveries of important principles for drug treatment""",3-Jan,438,Individual,Gertrude B. Elion,1/23/1918,"New York, NY",United States of America,Female,Wellcome Research Laboratories,"Research Triangle Park, NC",United States of America,2/21/1999,"Chapel Hill, NC",United States of America,no
609,1988,Medicine,The Nobel Prize in Physiology or Medicine 1988,"""for their discoveries of important principles for drug treatment""",3-Jan,439,Individual,George H. Hitchings,4/18/1905,"Hoquiam, WA",United States of America,Male,Wellcome Research Laboratories,"Research Triangle Park, NC",United States of America,2/27/1998,"Chapel Hill, NC",United States of America,no
611,1988,Physics,The Nobel Prize in Physics 1988,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",3-Jan,132,Individual,Leon M. Lederman,7/15/1922,"New York, NY",United States of America,Male,Fermi National Accelerator Laboratory,"Batavia, IL",United States of America,,,,no
612,1988,Physics,The Nobel Prize in Physics 1988,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",3-Jan,133,Individual,Melvin Schwartz,11/2/1932,"New York, NY",United States of America,Male,"Digital Pathways, Inc.","Mountain View, CA",United States of America,8/28/2006,"Twin Falls, ID",United States of America,no
613,1988,Physics,The Nobel Prize in Physics 1988,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",3-Jan,134,Individual,Jack Steinberger,5/25/1921,Bad Kissingen,Germany,Male,CERN,Geneva,Switzerland,,,,yes
614,1989,Chemistry,The Nobel Prize in Chemistry 1989,"""for their discovery of catalytic properties of RNA""",2-Jan,273,Individual,Sidney Altman,5/7/1939,Montreal,Canada,Male,Yale University,"New Haven, CT",United States of America,,,,yes
615,1989,Chemistry,The Nobel Prize in Chemistry 1989,"""for their discovery of catalytic properties of RNA""",2-Jan,274,Individual,Thomas R. Cech,12/8/1947,"Chicago, IL",United States of America,Male,University of Colorado,"Boulder, CO",United States of America,,,,no
616,1989,Economics,The Sveriges Riksbank Prize in Economic Sciences 1989,"""for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures""",1-Jan,703,Individual,Trygve Haavelmo,12/13/1911,Skedsmo,Norway,Male,University of Oslo,Oslo,Norway,7/26/1999,Oslo,Norway,no
618,1989,Medicine,The Nobel Prize in Physiology or Medicine 1989,"""for their discovery of the cellular origin of retroviral oncogenes""",2-Jan,440,Individual,J. Michael Bishop,2/22/1936,"York, PA",United States of America,Male,University of California School of Medicine,"San Francisco, CA",United States of America,,,,no
619,1989,Medicine,The Nobel Prize in Physiology or Medicine 1989,"""for their discovery of the cellular origin of retroviral oncogenes""",2-Jan,441,Individual,Harold E. Varmus,12/18/1939,"Oceanside, NY",United States of America,Male,University of California School of Medicine,"San Francisco, CA",United States of America,,,,no
621,1989,Physics,The Nobel Prize in Physics 1989,"""for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks""",2-Jan,135,Individual,Norman F. Ramsey,8/27/1915,"Washington, DC",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,11/4/2011,"Wayland, MA",United States of America,no
622,1989,Physics,The Nobel Prize in Physics 1989,"""for the development of the ion trap technique""",4-Jan,136,Individual,Hans G. Dehmelt,9/9/1922,Görlitz,Prussia (Germany),Male,University of Washington,"Seattle, WA",United States of America,,,,yes
623,1989,Physics,The Nobel Prize in Physics 1989,"""for the development of the ion trap technique""",4-Jan,137,Individual,Wolfgang Paul,8/10/1913,Lorenzkirch,Germany,Male,University of Bonn,Bonn,Federal Republic of Germany,12/7/1993,Bonn,Germany,yes
624,1990,Chemistry,The Nobel Prize in Chemistry 1990,"""for his development of the theory and methodology of organic synthesis""",1-Jan,275,Individual,Elias James Corey,7/12/1928,"Methuen, MA",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,,,,no
625,1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,"""for their pioneering work in the theory of financial economics""",3-Jan,704,Individual,Harry M. Markowitz,8/24/1927,"Chicago, IL",United States of America,Male,City University of New York,"New York, NY",United States of America,,,,no
626,1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,"""for their pioneering work in the theory of financial economics""",3-Jan,705,Individual,Merton H. Miller,5/16/1923,"Boston, MA",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,6/3/2000,"Chicago, IL",United States of America,no
627,1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,"""for their pioneering work in the theory of financial economics""",3-Jan,706,Individual,William F. Sharpe,6/16/1934,"Boston, MA",United States of America,Male,Stanford University,"Stanford, CA",United States of America,,,,no
629,1990,Medicine,The Nobel Prize in Physiology or Medicine 1990,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",2-Jan,442,Individual,Joseph E. Murray,4/1/1919,"Milford, MA",United States of America,Male,Brigham and Women's Hospital,"Boston, MA",United States of America,11/26/2012,"Boston, MA",United States of America,no
630,1990,Medicine,The Nobel Prize in Physiology or Medicine 1990,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",2-Jan,443,Individual,E. Donnall Thomas,3/15/1920,"Mart, TX",United States of America,Male,Fred Hutchinson Cancer Research Center,"Seattle, WA",United States of America,10/20/2012,"Seattle, WA",United States of America,no
632,1990,Physics,The Nobel Prize in Physics 1990,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",3-Jan,138,Individual,Jerome I. Friedman,3/28/1930,"Chicago, IL",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,,,,no
633,1990,Physics,The Nobel Prize in Physics 1990,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",3-Jan,139,Individual,Henry W. Kendall,12/9/1926,"Boston, MA",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,2/15/1999,"Wakulla Springs State Park, FL",United States of America,no
634,1990,Physics,The Nobel Prize in Physics 1990,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",3-Jan,140,Individual,Richard E. Taylor,11/2/1929,"Medicine Hat, Alberta",Canada,Male,Stanford University,"Stanford, CA",United States of America,,,,yes
635,1991,Chemistry,The Nobel Prize in Chemistry 1991,"""for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy""",1-Jan,276,Individual,Richard R. Ernst,8/14/1933,Winterthur,Switzerland,Male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,,,,no
636,1991,Economics,The Sveriges Riksbank Prize in Economic Sciences 1991,"""for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy""",1-Jan,707,Individual,Ronald H. Coase,12/29/1910,Willesden,United Kingdom,Male,University of Chicago,"Chicago, IL",United States of America,9/2/2013,"Chicago, IL",United States of America,yes
638,1991,Medicine,The Nobel Prize in Physiology or Medicine 1991,"""for their discoveries concerning the function of single ion channels in cells""",2-Jan,444,Individual,Erwin Neher,3/20/1944,Landsberg,Germany,Male,Max-Planck-Institut für Biophysikalische Chemie,Göttingen,Federal Republic of Germany,,,,yes
639,1991,Medicine,The Nobel Prize in Physiology or Medicine 1991,"""for their discoveries concerning the function of single ion channels in cells""",2-Jan,445,Individual,Bert Sakmann,6/12/1942,Stuttgart,Germany,Male,Max-Planck-Institut für medizinische Forschung,Heidelberg,Federal Republic of Germany,,,,yes
641,1991,Physics,The Nobel Prize in Physics 1991,"""for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter, in particular to liquid crystals and polymers""",1-Jan,141,Individual,Pierre-Gilles de Gennes,10/24/1932,Paris,France,Male,Collège de France,Paris,France,5/18/2007,Orsay,France,no
642,1992,Chemistry,The Nobel Prize in Chemistry 1992,"""for his contributions to the theory of electron transfer reactions in chemical systems""",1-Jan,277,Individual,Rudolph A. Marcus,7/21/1923,Montreal,Canada,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,,,,yes
643,1992,Economics,The Sveriges Riksbank Prize in Economic Sciences 1992,"""for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour""",1-Jan,708,Individual,Gary S. Becker,12/2/1930,"Pottsville, PA",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,5/3/2014,"Chicago, IL",United States of America,no
645,1992,Medicine,The Nobel Prize in Physiology or Medicine 1992,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",2-Jan,446,Individual,Edmond H. Fischer,4/6/1920,Shanghai,China,Male,University of Washington,"Seattle, WA",United States of America,,,,yes
646,1992,Medicine,The Nobel Prize in Physiology or Medicine 1992,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",2-Jan,447,Individual,Edwin G. Krebs,6/6/1918,"Lansing, IA",United States of America,Male,University of Washington,"Seattle, WA",United States of America,12/21/2009,"Seattle, WA",United States of America,no
648,1992,Physics,The Nobel Prize in Physics 1992,"""for his invention and development of particle detectors, in particular the multiwire proportional chamber""",1-Jan,142,Individual,Georges Charpak,8/1/1924,Dabrovica,Poland,Male,École Supérieure de Physique et Chimie,Paris,France,9/29/2010,Paris,France,yes
649,1992,Physics,The Nobel Prize in Physics 1992,"""for his invention and development of particle detectors, in particular the multiwire proportional chamber""",1-Jan,142,Individual,Georges Charpak,8/1/1924,Dabrovica,Poland,Male,CERN,Geneva,Switzerland,9/29/2010,Paris,France,yes
650,1993,Chemistry,The Nobel Prize in Chemistry 1993,"""for contributions to the developments of methods within DNA-based chemistry; for his invention of the polymerase chain reaction (PCR) method""",2-Jan,278,Individual,Kary B. Mullis,12/28/1944,"Lenoir, NC",United States of America,Male,,"La Jolla, CA",United States of America,,,,no
651,1993,Chemistry,The Nobel Prize in Chemistry 1993,"""for contributions to the developments of methods within DNA-based chemistry; for his fundamental contributions to the establishment of oligonucleotide-based, site-directed mutagenesis and its development for protein studies""",2-Jan,279,Individual,Michael Smith,4/26/1932,Blackpool,United Kingdom,Male,University of British Columbia,Vancouver,Canada,10/4/2000,Vancouver,Canada,yes
652,1993,Economics,The Sveriges Riksbank Prize in Economic Sciences 1993,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",2-Jan,709,Individual,Robert W. Fogel,7/1/1927,"New York, NY",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,6/11/2013,"Oak Lawn, IL",United States of America,no
653,1993,Economics,The Sveriges Riksbank Prize in Economic Sciences 1993,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",2-Jan,710,Individual,Douglass C. North,11/5/1920,"Cambridge, MA",United States of America,Male,Washington University,"St. Louis, MO",United States of America,11/23/2015,"Benzonia, MI",United States of America,no
655,1993,Medicine,The Nobel Prize in Physiology or Medicine 1993,"""for their discoveries of split genes""",2-Jan,448,Individual,Richard J. Roberts,9/6/1943,Derby,United Kingdom,Male,New England Biolabs,"Beverly, MA",United States of America,,,,yes
