Year,Category,Prize,Motivation,Prize Share,Laureate ID,Laureate Type,Full Name,Birth Date,Birth City,Birth Country,Sex,Organization Name,Organization City,Organization Country,Death Date,Death City,Death Country
1988,Chemistry,The Nobel Prize in Chemistry 1988,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",3-Jan,270,Individual,Johann Deisenhofer,9/30/1943,Zusamaltheim,Germany,Male,Howard Hughes Medical Institute,,,,,
1988,Chemistry,The Nobel Prize in Chemistry 1988,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",3-Jan,271,Individual,Robert Huber,2/20/1937,Munich,Germany,Male,Max-Planck-Institut für Biochemie,Martinsried,Federal Republic of Germany,,,
1988,Chemistry,The Nobel Prize in Chemistry 1988,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",3-Jan,272,Individual,Hartmut Michel,7/18/1948,Ludwigsburg,West Germany (Germany),Male,Max-Planck-Institut für Biophysik,Frankfurt-on-the-Main,Federal Republic of Germany,,,
1988,Economics,The Sveriges Riksbank Prize in Economic Sciences 1988,"""for his pioneering contributions to the theory of markets and efficient utilization of resources""",1-Jan,702,Individual,Maurice Allais,5/31/1911,Paris,France,Male,École Nationale Supérieur des Mines de Paris,Paris,France,10/9/2010,Paris,France
1988,Literature,The Nobel Prize in Literature 1988,"""who, through works rich in nuance - now clear-sightedly realistic, now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind""",1-Jan,665,Individual,Naguib Mahfouz,12/11/1911,Cairo,Egypt,Male,,,,8/30/2006,Cairo,Egypt
1988,Medicine,The Nobel Prize in Physiology or Medicine 1988,"""for their discoveries of important principles for drug treatment""",3-Jan,437,Individual,Sir James W. Black,6/14/1924,Uddingston,Scotland,Male,"London University, King's College Hospital Medical School",London,United Kingdom,3/21/2010,,
1988,Medicine,The Nobel Prize in Physiology or Medicine 1988,"""for their discoveries of important principles for drug treatment""",3-Jan,438,Individual,Gertrude B. Elion,1/23/1918,"New York, NY",United States of America,Female,Wellcome Research Laboratories,"Research Triangle Park, NC",United States of America,2/21/1999,"Chapel Hill, NC",United States of America
1988,Medicine,The Nobel Prize in Physiology or Medicine 1988,"""for their discoveries of important principles for drug treatment""",3-Jan,439,Individual,George H. Hitchings,4/18/1905,"Hoquiam, WA",United States of America,Male,Wellcome Research Laboratories,"Research Triangle Park, NC",United States of America,2/27/1998,"Chapel Hill, NC",United States of America
1988,Peace,The Nobel Peace Prize 1988,,1-Jan,550,Organization,United Nations Peacekeeping Forces,,,,,,,,,,
1988,Physics,The Nobel Prize in Physics 1988,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",3-Jan,132,Individual,Leon M. Lederman,7/15/1922,"New York, NY",United States of America,Male,Fermi National Accelerator Laboratory,"Batavia, IL",United States of America,,,
1988,Physics,The Nobel Prize in Physics 1988,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",3-Jan,133,Individual,Melvin Schwartz,11/2/1932,"New York, NY",United States of America,Male,"Digital Pathways, Inc.","Mountain View, CA",United States of America,8/28/2006,"Twin Falls, ID",United States of America
1988,Physics,The Nobel Prize in Physics 1988,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",3-Jan,134,Individual,Jack Steinberger,5/25/1921,Bad Kissingen,Germany,Male,CERN,Geneva,Switzerland,,,
1989,Chemistry,The Nobel Prize in Chemistry 1989,"""for their discovery of catalytic properties of RNA""",2-Jan,273,Individual,Sidney Altman,5/7/1939,Montreal,Canada,Male,Yale University,"New Haven, CT",United States of America,,,
1989,Chemistry,The Nobel Prize in Chemistry 1989,"""for their discovery of catalytic properties of RNA""",2-Jan,274,Individual,Thomas R. Cech,12/8/1947,"Chicago, IL",United States of America,Male,University of Colorado,"Boulder, CO",United States of America,,,
1989,Economics,The Sveriges Riksbank Prize in Economic Sciences 1989,"""for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures""",1-Jan,703,Individual,Trygve Haavelmo,12/13/1911,Skedsmo,Norway,Male,University of Oslo,Oslo,Norway,7/26/1999,Oslo,Norway
1989,Literature,The Nobel Prize in Literature 1989,"""for a rich and intensive prose, which with restrained compassion forms a challenging vision of man's vulnerability""",1-Jan,666,Individual,Camilo José Cela,5/11/1916,Iria Flavia,Spain,Male,,,,1/17/2002,Madrid,Spain
1989,Medicine,The Nobel Prize in Physiology or Medicine 1989,"""for their discovery of the cellular origin of retroviral oncogenes""",2-Jan,440,Individual,J. Michael Bishop,2/22/1936,"York, PA",United States of America,Male,University of California School of Medicine,"San Francisco, CA",United States of America,,,
1989,Medicine,The Nobel Prize in Physiology or Medicine 1989,"""for their discovery of the cellular origin of retroviral oncogenes""",2-Jan,441,Individual,Harold E. Varmus,12/18/1939,"Oceanside, NY",United States of America,Male,University of California School of Medicine,"San Francisco, CA",United States of America,,,
1989,Peace,The Nobel Peace Prize 1989,,1-Jan,551,Organization,The 14th Dalai Lama (Tenzin Gyatso),7/6/1935,Taktser,Tibet (People's Republic of China),Male,,,,,,
1989,Physics,The Nobel Prize in Physics 1989,"""for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks""",2-Jan,135,Individual,Norman F. Ramsey,8/27/1915,"Washington, DC",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,11/4/2011,"Wayland, MA",United States of America
1989,Physics,The Nobel Prize in Physics 1989,"""for the development of the ion trap technique""",4-Jan,136,Individual,Hans G. Dehmelt,9/9/1922,Görlitz,Prussia (Germany),Male,University of Washington,"Seattle, WA",United States of America,,,
1989,Physics,The Nobel Prize in Physics 1989,"""for the development of the ion trap technique""",4-Jan,137,Individual,Wolfgang Paul,8/10/1913,Lorenzkirch,Germany,Male,University of Bonn,Bonn,Federal Republic of Germany,12/7/1993,Bonn,Germany
1990,Chemistry,The Nobel Prize in Chemistry 1990,"""for his development of the theory and methodology of organic synthesis""",1-Jan,275,Individual,Elias James Corey,7/12/1928,"Methuen, MA",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,,,
1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,"""for their pioneering work in the theory of financial economics""",3-Jan,704,Individual,Harry M. Markowitz,8/24/1927,"Chicago, IL",United States of America,Male,City University of New York,"New York, NY",United States of America,,,
1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,"""for their pioneering work in the theory of financial economics""",3-Jan,705,Individual,Merton H. Miller,5/16/1923,"Boston, MA",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,6/3/2000,"Chicago, IL",United States of America
1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,"""for their pioneering work in the theory of financial economics""",3-Jan,706,Individual,William F. Sharpe,6/16/1934,"Boston, MA",United States of America,Male,Stanford University,"Stanford, CA",United States of America,,,
1990,Literature,The Nobel Prize in Literature 1990,"""for impassioned writing with wide horizons, characterized by sensuous intelligence and humanistic integrity""",1-Jan,667,Individual,Octavio Paz,3/31/1914,Mexico City,Mexico,Male,,,,4/19/1998,Mexico City,Mexico
1990,Medicine,The Nobel Prize in Physiology or Medicine 1990,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",2-Jan,442,Individual,Joseph E. Murray,4/1/1919,"Milford, MA",United States of America,Male,Brigham and Women's Hospital,"Boston, MA",United States of America,11/26/2012,"Boston, MA",United States of America
1990,Medicine,The Nobel Prize in Physiology or Medicine 1990,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",2-Jan,443,Individual,E. Donnall Thomas,3/15/1920,"Mart, TX",United States of America,Male,Fred Hutchinson Cancer Research Center,"Seattle, WA",United States of America,10/20/2012,"Seattle, WA",United States of America
1990,Peace,The Nobel Peace Prize 1990,"""for his leading role in the peace process which today characterizes important parts of the international community""",1-Jan,552,Individual,Mikhail Sergeyevich Gorbachev,3/2/1931,Privolnoye,Union of Soviet Socialist Republics (Russia),Male,,,,,,
1990,Physics,The Nobel Prize in Physics 1990,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",3-Jan,138,Individual,Jerome I. Friedman,3/28/1930,"Chicago, IL",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,,,
1990,Physics,The Nobel Prize in Physics 1990,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",3-Jan,139,Individual,Henry W. Kendall,12/9/1926,"Boston, MA",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,2/15/1999,"Wakulla Springs State Park, FL",United States of America
1990,Physics,The Nobel Prize in Physics 1990,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",3-Jan,140,Individual,Richard E. Taylor,11/2/1929,"Medicine Hat, Alberta",Canada,Male,Stanford University,"Stanford, CA",United States of America,,,
1991,Chemistry,The Nobel Prize in Chemistry 1991,"""for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy""",1-Jan,276,Individual,Richard R. Ernst,8/14/1933,Winterthur,Switzerland,Male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,,,
1991,Economics,The Sveriges Riksbank Prize in Economic Sciences 1991,"""for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy""",1-Jan,707,Individual,Ronald H. Coase,12/29/1910,Willesden,United Kingdom,Male,University of Chicago,"Chicago, IL",United States of America,9/2/2013,"Chicago, IL",United States of America
1991,Literature,The Nobel Prize in Literature 1991,"""who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity""",1-Jan,668,Individual,Nadine Gordimer,11/20/1923,Springs,South Africa,Female,,,,7/13/2014,Johannesburg,South Africa
1991,Medicine,The Nobel Prize in Physiology or Medicine 1991,"""for their discoveries concerning the function of single ion channels in cells""",2-Jan,444,Individual,Erwin Neher,3/20/1944,Landsberg,Germany,Male,Max-Planck-Institut für Biophysikalische Chemie,Göttingen,Federal Republic of Germany,,,
1991,Medicine,The Nobel Prize in Physiology or Medicine 1991,"""for their discoveries concerning the function of single ion channels in cells""",2-Jan,445,Individual,Bert Sakmann,6/12/1942,Stuttgart,Germany,Male,Max-Planck-Institut für medizinische Forschung,Heidelberg,Federal Republic of Germany,,,
1991,Peace,The Nobel Peace Prize 1991,"""for her non-violent struggle for democracy and human rights""",1-Jan,553,Organization,Aung San Suu Kyi,6/19/1945,Rangoon (Yangon),Burma (Myanmar),Female,,,,,,
1991,Physics,The Nobel Prize in Physics 1991,"""for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter, in particular to liquid crystals and polymers""",1-Jan,141,Individual,Pierre-Gilles de Gennes,10/24/1932,Paris,France,Male,Collège de France,Paris,France,5/18/2007,Orsay,France
1992,Chemistry,The Nobel Prize in Chemistry 1992,"""for his contributions to the theory of electron transfer reactions in chemical systems""",1-Jan,277,Individual,Rudolph A. Marcus,7/21/1923,Montreal,Canada,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,,,
1992,Economics,The Sveriges Riksbank Prize in Economic Sciences 1992,"""for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour""",1-Jan,708,Individual,Gary S. Becker,12/2/1930,"Pottsville, PA",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,5/3/2014,"Chicago, IL",United States of America
1992,Literature,The Nobel Prize in Literature 1992,"""for a poetic oeuvre of great luminosity, sustained by a historical vision, the outcome of a multicultural commitment""",1-Jan,669,Individual,Derek Walcott,1/23/1930,Castries,Saint Lucia,Male,,,,,,
